| Node1 | Node2 | CNCard | JaccardC | PrefAttach | AdamicA | QCNJA | QCNAA |
0,1,1,0.058823529411764705,72,0.3789231816899512,0.08169934640522876,0.5396925563858805
0,2,1,0.05555555555555555,78,0.43429448190325176,0.07309941520467836,0.5642061502073065
0,3,0,0,78,0,0.011080332409972297,0.08851613828419508
0,4,0,0,18,0,0.024691358024691357,0.12486412498070293
0,5,0,0,12,0,0,0
0,6,1,0.07142857142857142,54,0.40242960438184466,0.08095238095238094,0.4582112101341844
0,7,0,0,60,0,0,0
0,8,2,0.08,126,0.7484058606430383,0.09333333333333334,0.8864181777380155
0,9,0,0,30,0,0.04132231404958678,0.17978805315198026
0,10,0,0,36,0,0.027777777777777776,0.1312699150241615
0,12,1,0.0625,66,0.3789231816899512,0.08823529411764705,0.554455789241155
0,13,0,0,12,0,0.03125,0.09061242974389311
0,14,1,0.06666666666666667,60,0.40242960438184466,0.075,0.4726656746834901
0,15,0,0,48,0,0.01020408163265306,0.07312603849581832
0,16,0,0,12,0,0,0
0,17,0,0,30,0,0,0
0,18,1,0.07692307692307693,48,0.3789231816899512,0.10989010989010989,0.5445996022339614
0,19,0,0,66,0,0.01384083044982699,0.09511734261467893
0,20,1,0.1,30,0.40242960438184466,0.1,0.40242960438184466
0,21,0,0,24,0,0.020000000000000004,0.08367240862850965
0,22,0,0,6,0,0,0
0,23,0,0,6,0,0,0
0,24,0,0,24,0,0.020000000000000004,0.10237645389414565
0,25,0,0,24,0,0,0
0,27,0,0,36,0,0.020833333333333332,0.0906690943781789
0,28,1,0.05263157894736842,84,0.43429448190325176,0.07105263157894737,0.5879131096038779
0,29,0,0,66,0,0.02422145328719723,0.16798467851720186
0,30,0,0,102,0,0.015122873345935726,0.14565148720891036
0,31,0,0,96,0,0.02066115702479339,0.17624758079213984
0,32,0,0,66,0,0.01384083044982699,0.09373461186809696
0,33,1,0.06666666666666667,60,0.43429448190325176,0.0875,0.5523788793426095
0,34,1,0.043478260869565216,108,0.43429448190325176,0.05615942028985507,0.5547609806624637
0,35,1,0.043478260869565216,108,0.40242960438184466,0.05615942028985507,0.5212668085638081
0,36,1,0.06666666666666667,60,0.3789231816899512,0.09166666666666667,0.5438030611967807
0,37,0,0,36,0,0.013888888888888888,0.07361066261206936
0,38,0,0,60,0,0.015625,0.09760147026476508
0,39,0,0,48,0,0.025510204081632654,0.1536856448792068
0,40,0,0,12,0,0.03125,0.09355073258037978
0,41,2,0.25,24,1.0237645389414565,0.2875,1.1695704410259273
0,42,1,0.07692307692307693,48,0.3789231816899512,0.09890109890109891,0.490467719135397
0,44,1,0.07142857142857142,54,0.3789231816899512,0.09047619047619047,0.48303141663903393
0,45,1,0.07692307692307693,48,0.3459762562611936,0.10989010989010989,0.550238020087534
0,46,0,0,48,0,0.01530612244897959,0.10414707291747916
0,47,0,0,30,0,0.04132231404958678,0.17845191642824867
0,48,3,0.23076923076923078,60,1.1591939198543966,0.27403846153846156,1.3847036029084183
0,49,0,0,84,0,0.020000000000000004,0.16107877896601053
0,50,0,0,60,0,0.04296875,0.3487243940467338
0,51,1,0.0625,66,0.43429448190325176,0.08823529411764705,0.5887736721433985
0,52,0,0,78,0,0.02493074792243767,0.18930054542958077
0,53,0,0,36,0,0.027777777777777776,0.1499599748000417
0,54,0,0,30,0,0.024793388429752063,0.1053812654413088
0,55,0,0,72,0,0.024691358024691357,0.17479691615779583
0,56,0,0,54,0,0.02222222222222222,0.12780268554895324
0,57,1,0.08333333333333333,42,0.43429448190325176,0.11538461538461539,0.5925348402295311
0,58,0,0,42,0,0.01183431952662722,0.060020826012649645
0,59,1,0.08333333333333333,42,0.43429448190325176,0.11538461538461539,0.587546125881266
0,60,0,0,42,0,0.01183431952662722,0.05708099048284256
0,61,1,0.06666666666666667,60,0.43429448190325176,0.11249999999999999,0.7141927863526226
0,62,0,0,48,0,0.01020408163265306,0.0590624716588701
0,63,1,0.08333333333333333,42,0.43429448190325176,0.12179487179487179,0.6236766906271713
0,64,0,0,42,0,0.01183431952662722,0.05708099048284256
0,65,0,0,78,0,0.022160664819944595,0.16342092773709327
0,66,0,0,72,0,0.018518518518518517,0.13010523680003813
0,67,0,0,36,0,0.041666666666666664,0.19780420731407472
0,68,0,0,42,0,0.03550295857988166,0.17539769060163857
0,70,0,0,48,0,0.02040816326530612,0.1098577463850822
0,72,1,0.030303030303030304,168,0.3789231816899512,0.04367201426024955,0.5582284682485823
0,73,2,0.1,96,0.7802707381644454,0.12272727272727274,0.9784240764720604
0,74,0,0,66,0,0.01384083044982699,0.08992215287102845
0,75,1,0.05263157894736842,84,0.43429448190325176,0.06842105263157894,0.5575833122528138
0,76,0,0,96,0,0.01652892561983471,0.15609243841924864
0,77,0,0,12,0,0,0
0,78,1,0.041666666666666664,114,0.40242960438184466,0.051666666666666666,0.504301221996172
0,79,1,0.05263157894736842,84,0.40242960438184466,0.07105263157894737,0.5440412599868716
0,80,0,0,102,0,0.013232514177693762,0.11972888563127805
0,81,1,0.0625,66,0.43429448190325176,0.07720588235294118,0.5337206995826609
0,82,0,0,54,0,0.017777777777777778,0.10253389662607672
0,84,1,0.07692307692307693,48,0.3459762562611936,0.09890109890109891,0.4804408290959825
0,85,1,0.07142857142857142,54,0.3459762562611936,0.10952380952380952,0.5694157816870011
0,86,1,0.05263157894736842,84,0.3459762562611936,0.07105263157894737,0.5035183210908769
0,87,1,0.06666666666666667,60,0.3459762562611936,0.08333333333333333,0.4636327574916339
0,88,1,0.07692307692307693,48,0.3459762562611936,0.1208791208791209,0.5943387183577682
0,89,1,0.05263157894736842,84,0.3459762562611936,0.07631578947368421,0.5417228558705165
0,90,0,0,54,0,0,0
0,91,2,0.1111111111111111,84,0.7802707381644454,0.12777777777777777,0.9160980788989661
0,92,0,0,30,0,0.03305785123966942,0.1781620453834421
0,93,0,0,42,0,0.01183431952662722,0.07293790955946174
0,94,0,0,54,0,0.017777777777777778,0.11268304670333038
0,95,0,0,60,0,0.0078125,0.05006849184841326
0,96,0,0,6,0,0,0
0,97,0,0,36,0,0.041666666666666664,0.1932891573013453
0,98,0,0,12,0,0.03125,0.09061242974389311
0,99,0,0,12,0,0,0
0,100,0,0,18,0,0.024691358024691357,0.08681697623019954
0,101,0,0,36,0,0.013888888888888888,0.06890621693534846
0,102,0,0,42,0,0.03550295857988166,0.20546346134907917
0,103,0,0,12,0,0.03125,0.09766909825897449
0,104,1,0.14285714285714285,12,0.3459762562611936,0.19642857142857142,0.5211769653517008
0,105,0,0,12,0,0,0
0,106,0,0,24,0,0.020000000000000004,0.08010958695746123
0,107,0,0,12,0,0.03125,0.10335932540302267
0,108,1,0.16666666666666666,6,0.43429448190325176,0.16666666666666666,0.43429448190325176
0,109,0,0,6,0,0,0
0,110,0,0,18,0,0.024691358024691357,0.09187495591379793
0,111,0,0,12,0,0.046875,0.14489923998179957
0,112,1,0.07692307692307693,48,0.40242960438184466,0.08791208791208792,0.46051658035278775
0,113,1,0.07142857142857142,54,0.6213349345596119,0.09047619047619047,0.7438004147285892
0,114,0,0,6,0,0,0
0,115,0,0,36,0,0.013888888888888888,0.06890621693534846
0,116,1,0.058823529411764705,72,0.3459762562611936,0.07516339869281045,0.46902199716770804
0,117,0,0,72,0,0.018518518518518517,0.13452472516051
0,118,0,0,42,0,0.02958579881656805,0.15192209949154278
0,119,0,0,36,0,0.041666666666666664,0.21498253631374548
